Wavelength,Flux,BestFit,SkyFlux
8092.820,66.958,66.799,6.923
8094.686,68.219,66.771,10.827
8096.549,68.774,67.170,13.042
8098.416,68.546,67.196,9.618
8100.279,69.996,65.546,6.823
8102.147,68.076,67.635,10.116
8104.010,68.592,71.595,18.544
8105.875,70.049,65.373,19.335
8107.744,69.069,65.750,11.105
8109.609,70.833,69.642,7.066
8111.479,67.748,70.200,6.769
8113.345,68.050,68.707,6.618
8115.216,68.891,67.914,6.242
8117.083,67.671,66.702,5.887
8118.950,69.713,70.929,5.663
8120.823,69.403,70.920,5.602
8122.691,69.812,69.641,5.770
8124.564,70.559,69.070,6.189
8126.433,69.995,69.362,6.192
8128.307,70.246,71.325,6.229
8130.177,70.571,70.582,6.440
8132.051,71.240,69.588,6.665
8133.922,71.389,68.811,6.930
8135.793,69.901,69.866,6.674
8137.670,70.850,71.857,6.835
8139.542,70.792,69.913,8.733
8141.419,70.238,67.550,11.025
8143.291,70.571,70.579,9.729
8145.169,70.305,71.626,7.172
8147.043,69.522,70.023,8.811
8148.917,68.331,68.968,12.277
8150.796,70.258,67.714,11.173
8152.672,68.558,67.557,7.395
8154.551,68.327,68.189,6.119
8156.427,68.263,68.598,5.925
8158.308,70.905,69.449,5.511
8160.185,71.053,70.649,6.067
8162.062,68.797,70.326,6.010
8163.944,69.517,71.033,5.947
8165.823,68.292,70.111,5.950
8167.706,71.453,68.456,5.791
8169.585,68.457,67.017,5.855
8171.468,68.091,66.563,5.786
8173.348,69.450,67.553,5.889
8175.229,69.465,66.786,6.263
8177.114,71.013,67.407,6.442
8178.995,69.513,69.303,6.381
8180.881,69.766,70.686,6.824
8182.763,71.441,71.055,7.456
8184.650,72.237,71.511,8.272
8186.533,70.732,69.877,9.021
8188.416,70.231,70.100,9.192
8190.304,69.291,68.039,10.040
8192.188,69.427,66.579,9.774
8194.078,70.297,67.961,8.870
8195.963,68.926,66.250,10.121
8197.853,70.103,66.565,11.874
8199.738,70.469,70.705,10.204
8201.625,71.295,70.588,7.951
8203.516,71.811,67.657,7.559
8205.403,72.094,68.021,7.542
8207.295,69.090,70.860,7.770
8209.184,73.597,70.218,7.708
8211.077,70.753,69.298,7.463
8212.965,71.720,68.490,6.496
8214.855,69.942,66.379,6.373
8216.749,68.584,64.842,6.519
8218.639,69.263,67.800,6.440
8220.535,70.848,65.706,5.987
8222.426,68.433,65.909,5.756
8224.322,69.220,67.799,5.965
8226.214,69.588,67.681,6.376
8228.106,69.113,65.613,6.084
8230.004,66.762,66.178,5.397
8231.897,67.281,66.910,5.182
8233.795,65.949,66.983,4.965
8235.689,67.501,66.275,5.172
8237.589,66.748,65.779,5.215
8239.484,68.331,66.338,5.268
8241.379,68.106,67.185,5.785
8243.279,66.716,67.004,6.607
8245.176,67.909,69.144,6.800
8247.077,68.534,68.301,6.364
8248.974,69.101,65.383,6.758
8250.877,69.885,64.176,7.128
8252.775,70.550,64.381,6.307
8254.673,68.258,67.419,5.706
8256.577,70.843,64.846,6.097
8258.476,68.010,62.104,6.140
8260.381,69.670,63.140,5.353
8262.281,69.256,65.222,5.171
8264.186,68.172,63.429,5.330
8266.087,67.830,62.491,5.344
8267.989,67.128,64.209,5.368
8269.895,69.397,66.822,5.362
8271.798,70.163,67.643,5.489
8273.705,68.355,66.859,5.527
8275.609,69.511,67.813,5.686
8277.517,68.951,67.706,8.700
8279.421,70.674,66.495,22.446
8281.331,70.276,65.862,40.491
8283.236,70.819,67.441,60.008
8285.141,64.515,70.263,51.096
8287.052,68.304,70.187,31.022
8288.958,67.248,66.848,47.578
8290.870,67.125,68.375,72.465
8292.777,70.720,69.369,49.742
8294.689,70.288,69.767,17.761
8296.597,68.570,71.164,19.343
8298.506,70.934,69.205,44.911
8300.420,69.758,66.724,76.389
8302.329,71.118,68.905,70.663
8304.244,68.488,71.086,25.636
8306.154,68.402,70.022,10.131
8308.069,70.108,67.884,8.140
8309.981,69.826,68.364,9.982
8311.892,68.089,65.870,23.049
8313.809,69.268,67.573,28.832
8315.722,68.447,67.875,15.753
8317.639,69.994,65.644,6.935
8319.553,69.968,65.199,7.492
8321.471,70.595,67.671,8.056
8323.385,70.293,65.339,6.614
8325.300,72.188,64.435,5.486
8327.220,70.459,66.646,5.376
8329.136,70.547,69.700,5.254
8331.056,71.766,70.404,5.136
8332.973,71.444,67.687,5.110
8334.894,71.480,65.416,5.107
8336.812,71.081,66.381,5.410
8338.730,72.599,69.751,6.605
8340.653,70.655,70.448,7.842
8342.571,71.300,67.792,12.027
8344.495,72.529,68.971,60.968
8346.415,66.122,68.964,154.053
8348.340,74.743,66.399,143.984
8350.260,72.376,64.472,34.699
8352.181,68.164,63.439,19.863
8354.107,69.267,63.459,49.483
8356.029,67.205,67.031,57.575
8357.956,70.490,69.235,28.752
8359.878,71.544,71.844,8.288
8361.806,71.391,70.613,8.649
8363.730,70.059,67.888,12.670
8365.654,73.111,67.704,22.680
8367.583,70.771,67.304,28.349
8369.508,70.343,65.260,16.766
8371.438,69.459,64.397,6.892
8373.364,68.385,63.029,5.565
8375.295,68.038,63.692,5.642
8377.221,68.279,67.481,5.760
8379.149,69.354,67.941,6.431
8381.081,72.120,65.478,11.764
8383.009,70.418,70.595,31.275
8384.942,71.958,71.077,45.375
8386.871,68.646,67.149,27.435
8388.805,70.545,67.644,7.295
8390.735,72.384,71.337,6.356
8392.665,69.827,69.566,7.247
8394.600,68.411,69.427,6.950
8396.532,68.330,67.930,6.832
8398.468,70.328,66.868,25.380
8400.400,65.123,67.898,89.225
8402.337,69.006,66.313,114.204
8404.270,69.492,69.333,47.865
8406.203,67.563,68.174,9.306
8408.142,70.067,66.383,5.796
8410.076,69.803,65.495,5.372
8412.015,68.097,65.411,5.866
8413.950,68.327,67.966,9.513
8415.891,68.132,66.641,32.421
8417.827,70.567,65.748,54.625
8419.763,68.968,65.032,34.716
8421.705,67.764,64.580,10.383
8423.642,67.839,65.659,6.558
8425.585,69.330,67.786,7.320
8427.523,68.287,66.399,9.245
8429.466,70.603,64.446,22.895
8431.406,71.168,65.080,109.340
8433.350,71.024,67.740,138.871
8435.290,70.200,69.254,62.811
8437.230,69.233,67.622,10.302
8439.176,69.742,66.968,6.384
8441.118,70.794,68.992,5.453
8443.064,68.428,68.362,5.251
8445.006,69.521,66.576,5.125
8446.954,67.893,66.657,5.383
8448.897,69.354,66.027,5.646
8450.841,70.992,69.198,7.457
8452.789,71.576,70.145,26.608
8454.734,71.762,69.143,49.890
8456.684,74.311,67.574,34.182
8458.629,70.550,67.671,9.966
8460.580,69.460,70.685,5.755
8462.526,68.401,65.723,6.588
8464.473,68.735,66.723,16.109
8466.425,69.520,68.779,80.286
8468.372,69.693,68.930,112.404
8470.325,71.389,68.653,50.525
8472.274,70.735,66.903,7.342
8474.227,69.376,63.167,6.313
8476.177,70.997,66.990,7.244
8478.127,73.134,69.458,7.276
8480.082,71.606,68.752,5.807
8482.033,70.331,68.352,4.931
8483.989,71.198,67.030,4.919
8485.940,71.468,68.889,4.916
8487.897,73.183,72.340,4.855
8489.850,72.348,69.873,5.322
8491.803,70.135,64.769,6.163
8493.761,70.694,64.817,18.336
8495.715,71.459,68.610,34.807
8497.674,70.027,67.493,27.078
8499.629,71.769,67.987,10.424
8501.589,70.407,70.080,6.987
8503.545,73.557,70.040,9.636
8505.501,72.439,68.438,41.477
8507.462,69.642,70.885,71.357
8509.419,71.483,68.944,42.010
8511.382,72.360,67.618,8.770
8513.340,71.478,65.602,5.225
8515.303,69.499,66.844,5.109
8517.262,71.134,72.138,4.726
8519.221,72.399,71.555,4.810
8521.186,75.537,71.139,5.681
8523.146,74.332,70.956,6.044
8525.111,71.386,69.308,5.410
8527.073,71.176,67.217,4.744
8529.039,69.353,67.539,4.629
8531.001,70.389,70.480,4.602
8532.964,69.929,69.176,4.523
8534.931,70.859,71.096,4.423
8536.895,69.503,70.183,4.796
8538.863,71.954,67.560,10.159
8540.828,70.381,69.319,20.049
8542.797,73.083,73.367,16.909
8544.762,71.791,70.320,6.717
8546.728,71.755,68.938,5.807
8548.699,73.019,69.343,14.894
8550.666,72.302,70.348,31.725
8552.637,72.015,71.434,28.203
8554.605,71.412,72.038,11.511
8556.578,74.649,75.626,5.534
8558.546,75.237,75.406,4.682
8560.515,73.845,72.241,4.354
8562.489,73.980,72.729,4.292
8564.459,71.888,76.119,4.286
8566.434,70.978,71.088,4.433
8568.404,72.138,69.715,4.296
8570.380,72.287,68.576,4.327
8572.352,70.162,72.118,4.815
8574.324,72.061,73.796,5.302
8576.301,75.925,70.652,6.187
8578.274,72.574,76.052,6.602
8580.252,73.900,75.305,5.670
8582.226,72.160,72.081,4.805
8584.205,71.136,71.256,4.350
8586.180,70.799,72.075,4.400
8588.160,69.391,71.541,7.219
8590.136,68.414,70.228,12.435
8592.112,70.480,72.132,11.994
8594.093,69.696,72.722,6.015
8596.070,71.029,73.612,5.911
8598.052,71.758,75.524,12.834
8600.030,68.778,75.494,16.606
8602.013,71.388,71.345,10.707
8603.992,70.183,72.769,5.714
8605.972,69.954,72.883,5.424
8607.956,71.396,72.943,5.695
8609.936,68.733,73.039,6.461
8611.922,68.818,71.719,8.352
8613.903,69.525,70.634,11.676
8615.889,70.403,72.125,16.044
8617.871,70.133,71.498,21.605
8619.854,70.210,70.423,27.447
8621.842,70.212,71.486,34.994
8623.825,71.458,73.748,41.277
8625.814,70.774,73.166,48.557
8627.798,73.518,72.032,52.418
8629.788,67.909,71.469,58.277
8631.773,68.927,71.562,58.264
8633.759,70.147,71.331,54.636
8635.750,70.761,70.511,51.623
8637.736,71.581,70.416,46.998
8639.728,70.056,69.559,39.140
8641.716,68.613,68.191,29.730
8643.708,68.782,69.032,23.733
8645.697,71.867,70.029,13.346
8647.686,67.256,68.556,13.218
8649.680,68.712,67.777,23.034
8651.670,67.645,69.813,38.715
8653.665,71.062,73.570,46.784
8655.656,66.869,72.785,47.923
8657.652,69.347,69.475,54.211
8659.643,67.759,68.693,50.973
8661.635,69.900,68.867,55.228
8663.633,67.901,70.083,54.241
8665.626,67.062,70.894,47.399
8667.624,66.453,70.007,52.370
8669.618,66.248,68.501,43.571
8671.617,65.098,68.152,43.215
8673.612,68.021,68.644,41.365
8675.607,66.974,68.100,29.182
8677.608,69.228,66.305,34.418
8679.604,67.339,67.575,28.505
8681.606,67.580,69.201,21.009
8683.603,68.895,68.307,24.228
8685.605,68.834,69.659,17.967
8687.604,67.840,67.602,14.611
8689.602,68.024,69.138,16.359
8691.606,67.084,68.135,10.778
8693.605,67.373,68.107,9.757
8695.610,68.321,72.239,11.776
8697.611,71.205,69.921,8.703
8699.616,73.670,70.973,7.490
8701.618,69.502,70.261,9.908
8703.619,68.200,67.912,9.259
8705.626,67.942,68.228,6.981
8707.629,68.852,71.121,7.663
8709.637,69.159,69.513,9.382
8711.641,67.563,69.851,7.830
8713.650,71.611,70.230,5.413
8715.654,69.690,69.345,4.520
8717.659,68.801,69.993,3.999
8719.669,69.792,71.589,4.018
8721.675,68.904,67.939,4.341
8723.687,64.960,71.631,4.125
8725.693,62.001,69.856,4.149
8727.706,64.984,68.668,4.650
8729.713,68.700,69.936,4.822
8731.722,68.718,70.056,4.371
8733.735,69.852,69.868,3.899
8735.744,70.458,69.438,3.839
8737.759,69.637,70.200,4.053
8739.769,68.706,70.955,4.795
8741.784,66.989,70.930,5.680
8743.795,68.529,70.108,5.716
8745.812,67.841,68.687,5.257
8747.824,69.417,68.891,4.928
8749.836,67.223,71.273,4.759
8751.854,68.420,70.501,4.790
8753.867,69.872,68.859,4.983
8755.886,67.981,69.925,4.417
8757.900,68.910,69.326,7.715
8759.919,71.684,70.892,31.335
8761.935,71.655,70.091,81.793
8763.950,73.160,68.804,107.848
8765.971,71.384,68.597,69.730
8767.988,67.076,68.919,81.581
8770.010,68.620,69.536,137.539
8772.027,69.546,71.890,94.519
8774.050,68.821,68.192,19.407
8776.069,67.359,64.712,22.372
8778.088,69.627,65.940,76.366
8780.112,67.154,68.108,130.423
8782.132,70.105,65.667,98.085
8784.157,67.536,70.206,21.511
8786.177,74.120,70.970,5.530
8788.204,78.853,70.057,5.541
8790.225,85.015,71.444,10.701
8792.247,78.329,72.798,35.214
8794.275,72.015,69.218,47.249
8796.298,68.631,73.164,21.906
8798.326,67.832,71.243,5.432
8800.350,66.003,70.692,5.014
8802.380,69.256,72.643,4.560
8804.405,67.922,72.048,4.551
8806.430,68.029,70.479,4.329
8808.461,68.675,67.534,4.036
8810.487,71.699,66.508,6.746
8812.519,69.423,67.130,9.326
8814.546,65.216,68.358,7.291
8816.579,67.870,69.148,4.330
8818.607,68.822,68.434,3.970
8820.636,67.464,68.137,4.191
8822.670,68.011,72.256,4.546
8824.700,68.265,71.286,9.757
8826.735,73.936,69.282,72.321
8828.765,66.041,71.896,237.816
8830.801,67.719,68.978,235.770
8832.833,70.760,72.095,60.473
8834.865,66.806,71.040,27.712
8836.902,65.898,68.364,62.526
8838.935,62.518,65.748,101.310
8840.973,64.024,59.466,60.719
8843.007,60.490,49.989,10.505
8845.046,65.162,58.542,5.439
8847.081,64.482,62.474,7.668
8849.116,68.137,64.661,13.135
8851.157,66.427,67.467,29.295
8853.193,68.566,68.405,33.531
8855.234,70.235,69.477,14.828
8857.272,67.750,68.532,4.876
8859.314,64.842,69.241,5.160
8861.352,66.678,66.682,4.860
8863.391,65.655,64.050,8.226
8865.434,65.457,66.485,10.792
8867.474,72.278,68.989,28.201
8869.519,67.023,73.373,68.287
8871.559,72.241,74.991,59.242
8873.605,67.930,72.806,14.019
8875.646,67.805,69.669,4.278
8877.688,67.613,68.534,4.395
8879.735,67.127,67.653,3.549
8881.778,65.633,60.940,4.750
8883.826,64.008,56.688,5.809
8885.870,59.343,49.873,56.832
8887.919,60.000,43.438,180.985
8889.964,70.723,45.021,153.797
8892.009,65.772,52.226,33.392
8894.059,64.617,59.909,7.653
8896.105,63.455,62.338,6.379
8898.157,64.133,65.423,7.617
8900.204,68.023,67.475,8.256
8902.256,68.068,66.103,12.835
8904.304,67.263,69.316,62.737
8906.357,67.705,68.482,87.151
8908.406,69.111,69.536,39.228
8910.456,67.519,72.641,10.460
8912.510,69.055,71.848,8.979
8914.561,72.282,68.224,5.835
8916.616,68.329,73.361,6.165
8918.668,74.746,69.170,30.013
8920.724,69.182,71.816,145.760
8922.776,66.279,73.118,213.675
8924.829,78.581,71.477,87.267
8926.887,79.219,72.568,12.107
8928.941,75.485,73.077,9.487
8931.000,70.548,70.487,9.271
8933.054,67.325,71.812,7.355
8935.114,68.034,72.135,6.011
8937.170,71.037,70.986,6.749
8939.226,67.931,71.840,6.730
8941.287,66.634,72.832,6.070
8943.344,69.360,71.410,24.206
8945.406,74.928,72.624,70.466
8947.464,73.177,72.978,61.684
8949.528,77.020,71.264,17.099
8951.586,70.263,69.661,5.645
8953.646,67.182,69.003,4.453
8955.710,67.867,69.637,6.458
8957.771,70.520,71.534,39.725
8959.836,65.659,71.668,144.162
8961.897,64.221,71.491,141.625
8963.964,73.413,73.604,42.768
8966.026,72.559,74.866,7.169
8968.089,75.053,72.823,5.375
8970.157,70.606,73.580,5.237
8972.220,68.760,75.224,7.053
8974.289,68.274,74.932,8.007
8976.354,71.930,73.932,6.391
8978.424,71.985,75.979,4.962
8980.489,70.356,75.678,6.284
8982.555,69.814,72.829,7.649
8984.627,72.315,73.505,8.689
8986.693,70.691,76.096,10.229
8988.766,71.741,75.358,31.464
8990.834,71.194,73.544,59.922
8992.907,70.373,74.916,38.402
8994.976,69.130,75.122,10.681
8997.045,72.659,73.720,6.675
8999.120,68.589,72.272,6.658
9001.190,71.625,71.981,35.038
9003.266,63.957,72.107,101.736
9005.337,71.689,69.459,88.938
9007.413,65.385,67.708,18.333
9009.486,65.445,63.715,4.439
9011.558,59.664,58.314,4.350
9013.636,60.366,56.224,3.651
9015.710,61.283,59.032,3.784
9017.789,69.742,63.882,3.218
9019.863,66.167,65.033,3.552
9021.943,66.653,67.443,5.025
9024.019,65.998,69.620,5.418
9026.095,67.705,68.111,4.475
9028.176,67.339,69.073,4.564
9030.253,71.976,71.800,5.726
9032.335,72.148,73.771,6.090
9034.413,71.951,71.753,5.014
9036.497,73.019,69.578,4.809
9038.575,73.088,70.820,16.962
9040.655,73.583,69.649,31.237
9042.740,71.108,68.632,20.527
9044.820,69.859,73.933,7.109
9046.905,73.129,76.266,6.460
9048.987,73.267,74.110,13.618
9051.073,74.759,74.175,45.679
9053.156,71.340,77.081,50.660
9055.238,74.833,73.539,19.377
9057.326,74.065,73.778,6.070
9059.410,72.035,74.656,6.160
9061.499,72.954,73.329,4.728
9063.584,71.258,71.450,4.196
9065.674,73.289,70.337,5.522
9067.759,74.400,69.021,6.544
9069.850,71.873,71.734,7.366
9071.937,74.538,74.535,7.957
9074.024,73.636,74.055,6.440
9076.116,73.767,72.128,4.682
9078.204,74.720,73.612,3.852
9080.298,75.626,75.109,3.705
9082.386,72.539,75.673,3.888
9084.481,72.371,74.578,4.259
9086.571,72.957,73.716,5.065
9088.661,72.144,75.168,4.504
9090.757,71.037,76.338,4.022
9092.848,72.424,72.329,10.809
9094.945,67.221,72.384,18.586
9097.037,72.473,76.046,15.033
9099.135,71.936,78.054,6.154
9101.228,69.407,75.777,5.710
9103.322,73.915,73.614,18.554
9105.421,82.222,76.097,27.657
9107.516,75.705,73.724,18.217
9109.616,69.843,71.552,5.417
9111.712,68.867,72.621,3.305
9113.813,68.969,74.770,3.981
9115.909,69.622,76.180,3.428
9118.007,71.082,72.566,3.086
9120.109,68.333,70.532,3.129
9122.207,73.082,74.992,3.107
9124.311,71.107,80.157,2.991
9126.410,70.515,79.035,3.369
9128.514,72.023,76.737,3.232
9130.614,70.055,76.034,2.878
9132.715,72.291,76.641,2.882
9134.821,72.749,78.749,3.313
9136.922,76.194,79.295,3.954
9139.029,72.266,77.392,4.382
9141.132,74.427,79.057,3.886
9143.240,78.073,78.170,3.293
9145.343,72.933,76.864,3.568
9147.447,77.224,77.572,3.493
9149.556,72.173,78.350,3.297
9151.661,74.190,76.831,6.361
9153.771,75.584,76.030,12.041
9155.877,76.368,78.176,14.471
9157.989,71.511,79.564,8.862
9160.095,71.117,77.254,7.994
9162.203,70.942,73.349,14.544
9164.315,69.891,73.005,16.314
9166.424,71.655,77.640,9.564
9168.537,70.238,78.232,3.616
9170.647,74.598,80.641,3.845
9172.761,73.943,82.103,3.694
9174.872,73.804,80.849,3.450
9176.982,68.660,79.203,3.858
9179.098,70.179,79.014,4.128
9181.210,72.001,76.900,4.028
9183.327,67.490,77.366,3.954
9185.440,71.106,79.047,3.837
9187.558,70.917,80.290,3.640
9189.672,74.435,80.502,3.324
9191.786,71.198,78.687,3.061
9193.905,76.535,77.082,2.972
9196.020,71.555,78.963,2.973
9198.141,72.979,80.609,3.005
9200.257,75.481,79.849,3.088
9202.378,75.596,78.655,3.221
9204.495,70.418,79.932,3.466
9206.613,76.713,81.254,3.838
9208.736,73.886,80.484,4.352
9210.854,75.466,77.979,4.866
9212.978,75.706,76.816,5.389
9215.098,72.892,78.364,5.989
