Wavelength,Flux,BestFit,SkyFlux
5542.428,69.924,63.859,11.950
5543.703,67.478,59.616,12.402
5544.981,65.782,59.946,12.821
5546.257,66.918,65.301,12.933
5547.536,66.600,68.260,12.141
5548.812,67.786,69.161,11.287
5550.088,68.747,69.501,11.445
5551.368,68.826,69.635,11.888
5552.645,69.189,70.077,11.814
5553.926,69.681,67.990,11.438
5555.203,69.455,67.826,11.151
5556.484,68.831,67.164,10.946
5557.763,71.467,66.353,10.841
5559.041,68.345,67.873,11.136
5560.323,68.087,69.184,11.290
5561.602,71.138,69.448,10.865
5562.885,67.948,66.434,11.111
5564.164,67.337,64.451,12.346
5565.447,69.856,65.887,13.358
5566.728,66.813,68.437,12.932
5568.008,70.018,68.491,11.320
5569.292,69.332,67.774,11.060
5570.574,68.742,72.345,11.598
5571.858,70.149,75.097,11.607
5573.140,70.978,73.308,11.158
5574.425,71.526,71.878,11.529
5575.707,74.118,73.635,18.525
5576.993,75.629,73.323,130.094
5578.276,72.027,69.999,371.086
5579.559,73.607,68.325,435.791
5580.846,72.174,68.508,184.197
5582.130,68.076,67.691,28.795
5583.417,68.942,67.422,11.950
5584.702,68.517,68.497,11.193
5585.989,68.337,67.430,10.800
5587.275,68.806,65.117,10.590
5588.560,67.718,63.832,10.279
5589.849,67.625,65.192,11.542
5591.135,67.471,68.795,12.760
5592.424,72.233,69.300,11.267
5593.710,71.192,70.272,10.490
5595.000,69.174,72.508,10.474
5596.287,69.608,72.652,10.325
5597.575,69.738,69.762,11.030
5598.866,70.035,70.307,11.335
5600.154,70.972,69.160,11.353
5601.445,70.709,68.710,11.132
5602.734,71.174,69.815,10.660
5604.026,71.662,72.137,10.672
5605.315,69.821,72.636,12.058
5606.604,70.189,66.650,14.019
5607.897,70.933,65.683,13.534
5609.187,72.111,68.162,11.535
5610.481,70.273,68.867,10.997
5611.771,67.312,68.922,11.368
5613.065,68.265,70.890,11.438
5614.357,67.093,69.688,11.373
5615.648,67.254,67.928,11.170
5616.943,68.295,68.620,10.569
5618.235,68.193,69.294,11.056
5619.531,67.590,69.124,12.204
5620.824,65.248,69.168,11.691
5622.120,69.353,68.118,11.180
5623.413,66.952,65.552,11.622
5624.707,67.015,63.867,12.817
5626.004,67.178,65.919,12.881
5627.298,67.276,67.476,11.816
5628.596,67.377,65.116,11.180
5629.891,67.847,67.171,11.212
5631.189,69.566,67.557,11.160
5632.484,70.328,66.603,11.313
5633.780,71.723,68.428,11.515
5635.079,70.597,70.802,11.522
5636.376,70.426,69.410,11.232
5637.675,70.909,68.468,11.020
5638.972,70.346,69.431,11.246
5640.273,70.312,71.466,12.027
5641.570,68.599,70.809,12.108
5642.868,69.010,69.515,11.873
5644.169,71.532,70.597,11.297
5645.468,69.957,69.128,11.838
5646.769,68.418,71.210,12.587
5648.069,68.985,68.275,12.473
5649.371,70.709,65.548,12.109
5650.671,67.955,66.623,11.837
5651.971,66.434,67.999,11.577
5653.274,68.820,66.341,11.720
5654.574,67.069,65.730,12.032
5655.878,65.544,65.484,11.866
5657.179,70.952,67.877,11.697
5658.484,72.085,71.345,11.718
5659.786,70.698,71.984,11.839
5661.088,68.801,71.386,12.287
5662.393,73.342,73.652,12.444
5663.696,71.461,73.906,12.573
5665.002,68.208,70.029,12.906
5666.305,70.505,65.622,13.286
5667.612,67.846,64.945,13.370
5668.916,68.858,66.086,13.595
5670.220,68.664,69.138,13.760
5671.527,73.465,70.820,14.218
5672.832,69.799,69.484,14.710
5674.140,69.091,67.411,14.699
5675.445,68.665,67.468,14.153
5676.754,65.826,67.988,13.858
5678.060,69.073,68.533,14.020
5679.369,68.215,70.311,14.015
5680.676,70.374,71.795,14.117
5681.983,68.654,71.868,15.290
5683.293,70.651,70.761,17.023
5684.600,67.968,69.252,18.477
5685.911,69.196,69.583,19.618
5687.219,68.502,71.256,20.248
5688.531,68.877,71.520,20.309
5689.839,68.717,70.612,21.016
5691.148,69.721,70.925,20.962
5692.461,69.543,71.834,21.316
5693.770,68.721,69.707,19.508
5695.083,67.734,70.734,17.639
5696.393,69.142,69.695,17.081
5697.707,67.484,66.560,15.913
5699.018,68.822,66.692,14.838
5700.329,68.304,67.994,14.966
5701.643,68.114,67.973,14.677
5702.955,70.044,69.765,14.460
5704.270,69.724,68.829,13.912
5705.582,68.900,67.820,13.925
5706.898,68.119,71.255,13.289
5708.211,69.124,70.510,12.674
5709.524,72.362,69.957,13.149
5710.841,68.557,70.289,12.867
5712.154,70.033,70.186,12.850
5713.472,69.973,70.675,13.617
5714.786,70.249,72.680,13.805
5716.104,68.494,72.526,13.398
5717.419,70.554,71.844,12.835
5718.734,69.669,71.497,13.314
5720.053,68.102,72.161,13.337
5721.369,69.166,72.557,13.404
5722.688,70.155,70.765,13.103
5724.004,69.565,68.314,12.874
5725.324,70.670,70.329,13.128
5726.642,69.414,71.189,13.127
5727.959,68.984,67.910,13.039
5729.280,70.356,66.253,12.544
5730.598,69.405,70.369,12.369
5731.919,68.858,69.763,12.567
5733.238,69.751,67.955,12.547
5734.560,69.303,68.342,12.673
5735.879,70.580,70.046,12.812
5737.199,71.994,70.024,12.784
5738.522,70.401,68.142,12.355
5739.842,71.272,69.951,12.383
5741.165,71.897,70.895,12.426
5742.486,73.769,72.545,12.558
5743.810,71.765,74.074,12.409
5745.132,73.232,75.216,12.527
5746.453,73.011,76.173,12.651
5747.779,70.754,75.083,12.568
5749.101,69.995,72.721,12.750
5750.427,69.582,70.092,12.421
5751.749,69.493,67.765,12.333
5753.076,68.972,67.378,12.577
5754.399,68.888,69.892,12.171
5755.723,71.564,72.266,12.280
5757.050,71.726,72.125,12.561
5758.375,70.591,70.698,12.687
5759.703,72.450,71.005,12.938
5761.028,69.364,71.699,13.163
5762.356,72.171,70.372,12.874
5763.682,71.288,70.978,12.578
5765.008,71.643,72.998,12.938
5766.337,72.548,73.197,13.576
5767.664,72.338,73.469,13.958
5768.994,70.222,74.152,14.985
5770.321,70.648,72.986,17.728
5771.651,71.479,70.450,18.496
5772.979,72.151,72.507,16.257
5774.307,70.352,73.244,14.401
5775.639,71.274,73.464,13.688
5776.967,70.420,74.397,12.981
5778.300,68.592,73.884,12.915
5779.629,72.589,70.166,13.143
5780.962,71.882,71.573,13.156
5782.291,70.904,73.157,12.659
5783.625,70.274,72.871,12.508
5784.955,71.342,72.140,12.571
5786.286,72.273,72.329,12.533
5787.621,69.828,71.910,12.859
5788.952,69.203,70.870,13.603
5790.287,71.366,70.019,15.679
5791.619,70.330,70.092,18.025
5792.954,69.498,70.794,18.277
5794.287,69.883,70.879,16.384
5795.620,69.925,69.980,14.280
5796.957,71.912,72.170,13.520
5798.290,70.979,72.089,13.391
5799.627,69.614,71.498,13.302
5800.961,69.427,71.485,13.218
5802.299,69.791,70.617,13.330
5803.634,70.978,70.294,13.383
5804.969,72.202,73.610,13.499
5806.308,72.510,75.965,13.373
5807.643,69.870,75.145,13.487
5808.983,72.527,73.673,13.390
5810.319,72.196,74.108,13.477
5811.659,69.016,72.689,13.504
5812.996,70.836,68.473,13.492
5814.333,68.727,66.972,13.393
5815.674,69.396,67.626,13.470
5817.012,68.615,69.140,13.311
5818.353,70.677,70.728,13.268
5819.692,69.851,69.928,13.668
5821.034,68.889,69.508,14.007
5822.373,70.277,71.712,14.042
5823.712,69.033,73.477,14.033
5825.055,71.473,72.122,14.049
5826.395,72.208,69.153,13.925
5827.739,68.617,69.096,14.140
5829.079,69.079,68.248,14.050
5830.424,69.226,69.266,13.962
5831.765,71.692,71.372,13.956
5833.106,70.368,72.968,14.174
5834.451,69.536,73.851,13.977
5835.794,70.795,74.976,14.110
5837.139,71.096,76.217,14.180
5838.482,72.428,76.289,14.337
5839.829,72.786,74.880,14.222
5841.172,71.088,72.520,14.198
5842.516,68.652,70.146,14.427
5843.863,68.345,68.877,14.769
5845.207,70.859,70.117,14.510
5846.555,71.269,70.569,14.549
5847.900,71.681,71.812,14.526
5849.249,72.923,72.805,14.298
5850.594,71.993,71.873,14.643
5851.940,70.741,73.618,14.972
5853.290,69.610,72.071,15.101
5854.636,70.973,70.867,14.993
5855.986,69.822,71.539,14.779
5857.334,70.346,73.111,14.509
5858.684,71.953,74.463,14.593
5860.032,72.073,75.708,14.354
5861.380,71.232,74.201,14.717
5862.732,71.611,73.833,14.692
5864.080,72.352,73.272,14.983
5865.433,69.588,71.747,16.391
5866.782,67.824,71.101,19.582
5868.135,69.480,71.836,22.360
5869.485,69.235,70.085,22.404
5870.835,71.514,69.253,19.734
5872.189,69.222,70.026,16.895
5873.540,69.744,70.160,15.641
5874.894,71.118,69.849,16.300
5876.246,69.355,74.414,16.412
5877.601,68.505,73.295,15.219
5878.953,71.677,72.731,14.366
5880.305,72.323,72.398,13.883
5881.661,72.752,71.682,13.705
5883.014,73.191,72.008,13.626
5884.371,74.551,71.819,13.635
5885.725,70.042,68.341,13.744
5887.082,70.863,68.900,15.252
5888.436,71.118,69.964,24.565
5889.794,67.146,69.135,66.019
5891.149,65.303,69.556,143.674
5892.504,68.575,72.259,139.503
5893.863,71.479,68.673,61.756
5895.219,69.549,70.901,34.508
5896.578,66.194,72.300,76.590
5897.935,69.494,70.736,101.090
5899.295,68.922,71.978,63.101
5900.652,71.080,72.630,22.917
5902.010,72.598,72.676,14.346
5903.371,73.812,73.558,14.050
5904.729,72.507,74.525,14.733
5906.090,71.495,74.319,15.142
5907.449,71.244,73.490,15.863
5908.811,70.857,74.481,16.353
5910.170,70.077,72.959,15.522
5911.530,68.799,71.203,14.631
5912.893,69.654,70.233,14.579
5914.254,71.163,70.461,15.620
5915.617,71.029,71.496,18.977
5916.978,68.750,70.901,22.470
5918.343,67.494,69.561,19.965
5919.704,73.070,71.548,16.506
5921.066,72.400,73.522,15.666
5922.431,71.792,73.946,15.804
5923.794,72.322,74.467,16.376
5925.160,73.126,74.339,17.457
5926.523,72.909,75.722,18.832
5927.890,70.533,73.416,18.185
5929.253,72.626,71.812,16.563
5930.617,72.554,72.059,16.417
5931.985,70.864,71.322,17.363
5933.350,71.457,72.623,21.364
5934.718,71.109,73.482,24.601
5936.083,71.102,70.794,21.778
5937.452,71.104,69.359,17.515
5938.818,71.078,69.395,16.430
5940.184,70.332,67.352,16.270
5941.554,69.040,67.092,15.930
5942.921,69.080,69.133,15.683
5944.291,70.205,68.740,15.862
5945.659,71.455,69.759,16.888
5947.030,73.856,73.689,18.524
5948.398,72.416,76.019,18.521
5949.766,71.245,73.533,16.886
5951.138,71.903,72.759,15.660
5952.507,71.888,73.763,16.592
5953.880,72.324,74.703,20.010
5955.249,74.466,75.438,22.414
5956.623,73.565,76.248,20.450
5957.993,72.563,74.997,17.147
5959.364,71.064,73.703,15.861
5960.738,69.570,72.159,15.738
5962.109,72.675,71.975,16.056
5963.484,72.924,73.186,16.118
5964.856,70.873,73.950,15.926
5966.231,73.885,74.008,15.868
5967.604,72.436,75.310,15.840
5968.977,73.957,75.282,15.826
5970.353,72.490,74.255,16.856
5971.727,73.174,74.317,17.604
5973.104,71.696,75.230,17.656
5974.478,69.102,72.894,16.790
5975.856,73.780,74.254,16.255
5977.230,74.842,73.443,17.693
5978.605,69.100,72.259,19.789
5979.984,73.575,72.836,18.945
5981.360,74.213,73.858,16.870
5982.739,73.464,74.062,15.644
5984.115,73.883,73.181,15.543
5985.495,74.543,73.309,15.362
5986.872,75.685,74.547,15.134
5988.249,76.213,75.317,14.860
5989.630,75.881,75.272,14.839
5991.008,74.866,77.102,14.917
5992.390,73.518,75.759,14.737
5993.768,71.939,72.012,14.580
5995.150,71.049,70.989,14.561
5996.530,71.236,73.024,14.734
5997.912,70.974,73.856,15.046
5999.292,71.419,73.258,15.310
6000.672,71.162,76.492,15.122
6002.056,72.599,77.679,14.295
6003.437,70.242,75.100,14.651
6004.821,71.663,71.933,15.945
6006.203,70.382,71.670,16.378
6007.588,70.680,72.428,15.085
6008.970,71.366,71.230,13.987
6010.352,70.427,71.869,13.727
6011.738,70.709,71.783,13.462
6013.121,70.243,69.997,13.457
6014.508,68.021,68.297,13.467
6015.891,68.207,65.697,13.263
6017.278,66.796,66.208,13.269
6018.663,68.272,66.467,13.334
6020.047,67.788,68.186,13.035
6021.436,67.973,70.688,12.777
6022.821,67.032,70.754,12.809
6024.210,70.361,70.593,12.722
6025.595,72.144,72.332,12.793
6026.985,73.664,73.202,12.992
6028.371,72.799,72.140,13.511
6029.758,71.666,71.864,13.595
6031.149,72.879,73.975,13.343
6032.536,72.904,72.945,12.984
6033.927,70.786,73.347,13.298
6035.315,73.006,74.232,13.816
6036.707,72.775,74.760,13.710
6038.096,72.232,74.471,12.944
6039.485,71.916,73.877,12.366
6040.878,73.276,74.883,12.409
6042.267,72.042,73.572,12.342
6043.661,71.109,73.427,12.363
6045.051,74.461,74.880,12.364
6046.445,74.277,74.936,12.120
6047.836,72.038,72.689,11.804
6049.227,71.785,73.883,11.832
6050.622,71.611,72.653,12.052
6052.014,72.539,73.042,12.101
6053.410,73.350,73.583,11.991
6054.802,74.693,73.863,11.789
6056.198,73.823,75.348,11.779
6057.592,73.416,75.180,11.726
6058.985,75.390,73.731,11.232
6060.382,75.326,75.468,11.115
6061.777,74.454,76.381,11.627
6063.174,73.794,74.771,12.054
6064.569,73.165,74.201,12.015
6065.968,73.266,75.649,11.572
6067.363,72.103,74.075,11.575
6068.759,71.171,73.601,11.994
6070.158,72.830,73.353,11.957
6071.555,73.198,73.183,11.600
6072.955,73.342,74.286,11.542
6074.352,71.931,73.799,11.124
6075.753,71.620,73.194,11.024
6077.150,72.282,75.067,11.039
6078.549,72.788,75.333,11.181
6079.950,71.457,73.859,11.099
6081.349,71.849,74.057,10.975
6082.751,72.560,73.074,10.916
6084.151,72.271,72.996,10.942
6085.554,72.062,73.559,10.882
6086.954,70.972,72.894,10.796
6088.354,71.339,72.253,11.035
6089.758,73.031,73.746,11.025
6091.159,69.270,73.620,10.746
6092.563,70.692,71.822,11.030
6093.965,69.055,71.809,10.782
6095.370,72.139,71.639,10.653
6096.772,70.906,71.055,11.379
6098.178,70.312,72.059,11.703
6099.581,72.117,72.827,11.453
6100.984,70.837,73.861,11.282
6102.391,69.671,73.874,10.996
6103.795,67.565,73.842,10.896
6105.203,67.332,74.463,11.160
6106.607,68.528,75.489,11.400
6108.015,67.744,77.367,11.250
6109.420,69.506,79.808,11.296
6110.826,72.513,85.312,11.065
6112.235,87.973,94.670,11.014
6113.641,100.914,101.166,10.918
6115.051,100.479,97.555,11.184
6116.458,79.716,90.301,10.905
6117.868,63.326,78.759,10.386
6119.276,55.625,74.480,10.539
6120.683,54.031,74.346,10.492
6122.095,50.884,73.062,10.228
6123.503,49.153,70.547,10.238
6124.915,49.811,67.467,10.363
6126.324,48.251,59.885,10.348
6127.737,47.255,53.740,10.295
6129.147,49.337,52.307,10.355
6130.557,52.104,54.257,10.269
6131.970,55.504,56.981,10.156
6133.381,55.961,60.411,9.986
6134.795,57.083,59.935,10.245
6136.207,61.519,62.457,10.199
6137.622,64.957,68.090,10.866
6139.034,66.544,72.902,11.365
6140.446,69.451,74.260,11.675
6141.862,71.423,74.145,11.393
6143.275,71.607,75.528,11.316
6144.691,71.681,75.118,11.602
6146.105,72.045,74.195,11.820
6147.522,72.518,74.823,11.588
6148.936,72.804,75.831,10.822
6150.351,70.827,73.673,10.296
6151.769,71.624,73.720,10.472
6153.184,71.179,73.345,10.981
6154.603,72.589,71.819,11.415
6156.019,72.794,70.869,12.033
6157.439,71.406,72.374,11.384
6158.855,71.280,75.292,11.180
6160.272,72.823,75.406,11.305
6161.693,73.395,74.384,12.121
6163.110,71.646,73.155,12.596
6164.531,71.310,72.524,11.939
6165.949,72.715,72.820,10.855
6167.371,72.422,72.164,10.265
6168.790,71.364,72.215,10.250
6170.209,71.010,73.079,10.862
6171.632,69.791,72.903,12.466
6173.052,69.525,72.495,12.683
6174.475,72.034,73.714,11.342
6175.896,71.026,73.636,10.568
6177.320,71.101,73.997,10.490
6178.741,71.503,74.362,10.833
6180.162,72.790,74.428,10.445
6181.588,74.274,74.338,10.096
6183.010,71.912,74.343,10.083
6184.435,70.685,74.486,10.293
6185.858,71.882,74.820,10.380
6187.285,71.876,74.027,10.165
6188.708,70.980,72.586,10.252
6190.132,69.480,72.579,10.227
6191.559,69.916,74.495,9.877
6192.983,71.665,73.791,10.088
6194.412,72.327,71.209,10.573
6195.837,70.292,74.018,10.591
6197.265,72.437,75.064,10.114
6198.691,72.783,72.846,9.608
6200.117,75.410,73.664,9.563
6201.547,72.058,73.734,10.080
6202.973,72.830,74.741,11.248
6204.404,72.425,74.851,12.090
6205.831,71.059,73.247,11.851
6207.262,71.858,73.295,10.701
6208.690,71.406,76.549,10.116
6210.122,69.941,74.179,9.884
6211.550,70.916,73.473,10.021
6212.979,73.747,75.540,10.718
6214.412,72.361,75.457,10.720
6215.842,73.484,72.640,10.152
6217.275,70.554,71.729,10.092
6218.705,73.877,73.471,9.540
6220.139,72.564,73.046,9.844
6221.570,74.109,73.040,10.826
6223.002,73.692,73.108,11.983
6224.437,74.622,72.858,11.958
6225.869,72.927,72.622,10.926
6227.304,70.792,71.036,9.869
6228.737,70.868,72.145,9.497
6230.173,70.937,73.335,9.540
6231.606,71.532,73.284,9.495
6233.040,70.817,72.648,10.249
6234.477,70.119,72.684,12.948
6235.911,72.417,73.551,18.820
6237.349,70.465,73.773,23.604
6238.784,68.120,73.144,22.044
6240.223,69.857,72.349,17.257
6241.659,71.247,72.228,14.566
6243.094,70.529,72.494,14.495
6244.534,69.670,71.289,13.765
6245.971,71.048,72.018,12.393
6247.411,71.284,72.830,11.117
6248.848,70.458,72.661,10.587
6250.289,69.448,70.847,10.569
6251.727,70.531,68.696,10.205
6253.165,71.561,71.344,9.541
6254.607,68.553,72.514,9.470
6256.046,70.556,70.686,10.045
6257.489,68.164,69.882,13.807
6258.928,69.591,71.357,20.310
6260.371,68.234,72.491,21.613
6261.812,71.131,72.679,16.752
6263.252,72.541,71.007,12.106
6264.696,71.550,71.401,11.926
6266.138,71.543,72.128,13.432
6267.583,70.901,71.883,14.138
6269.024,69.816,71.969,13.096
6270.470,71.435,72.297,11.516
6271.913,71.654,74.100,10.720
6273.355,70.097,74.434,10.410
6274.802,71.727,74.161,10.520
6276.246,73.421,73.889,11.158
6277.693,71.912,73.506,11.939
6279.137,71.827,75.336,12.083
6280.585,70.845,74.225,11.446
6282.030,70.909,72.807,10.307
6283.475,73.033,72.411,9.990
6284.924,74.716,72.578,10.152
6286.370,72.251,72.943,11.488
6287.819,72.957,74.259,16.191
6289.266,72.474,74.349,19.005
6290.716,72.358,73.968,17.408
6292.163,71.219,74.098,12.968
6293.611,72.408,74.554,10.267
6295.062,72.416,74.164,10.012
6296.510,72.216,72.799,10.743
6297.962,73.477,74.527,14.044
6299.411,72.460,75.146,26.766
6300.864,73.274,74.506,55.478
6302.313,72.523,73.873,71.421
6303.763,71.097,73.590,53.817
6305.217,72.077,73.721,20.304
6306.667,70.988,71.737,16.087
6308.122,71.439,72.429,21.853
6309.573,71.688,72.444,21.716
6311.028,71.357,71.351,15.368
6312.480,71.658,73.025,10.973
6313.932,71.249,74.227,9.969
6315.388,71.780,74.969,9.633
6316.841,72.827,75.236,9.542
6318.297,72.086,75.326,9.776
6319.751,71.793,75.489,9.948
6321.208,72.953,75.572,11.348
6322.662,72.514,74.886,13.641
6324.120,71.497,72.767,13.638
6325.575,71.547,71.074,11.596
6327.030,72.036,71.793,10.128
6328.489,70.627,73.109,10.747
6329.945,70.280,72.293,15.496
6331.405,69.158,73.255,20.102
6332.861,71.785,74.554,18.403
6334.322,70.860,73.378,12.958
6335.779,69.395,73.781,9.943
6337.236,70.115,74.561,9.227
6338.698,70.377,71.866,9.189
6340.156,70.869,74.496,9.297
6341.618,71.506,75.318,9.455
6343.077,71.707,75.351,9.580
6344.540,71.454,74.561,9.652
6345.999,71.334,73.491,10.074
6347.459,71.029,73.041,10.341
6348.923,70.120,71.226,11.618
6350.383,71.506,71.906,12.844
6351.848,70.416,72.024,12.145
6353.309,68.822,71.869,10.260
6354.774,70.026,72.744,9.606
6356.236,68.128,73.890,12.742
6357.698,71.018,73.089,16.280
6359.164,70.637,73.798,15.795
6360.627,70.240,75.027,12.428
6362.094,70.074,75.559,11.414
6363.557,70.700,75.148,18.082
6365.025,71.106,73.900,26.308
6366.489,71.462,71.848,26.687
6367.954,71.214,72.747,18.434
6369.422,69.801,71.583,10.515
6370.887,69.638,70.227,9.020
6372.357,70.764,71.452,9.039
6373.823,69.990,73.728,9.162
6375.292,69.578,73.213,9.254
6376.759,69.531,72.883,9.189
6378.226,70.507,74.165,9.298
6379.697,69.116,74.948,10.469
6381.164,69.106,74.473,11.320
6382.636,69.395,72.956,10.751
6384.104,68.860,67.829,9.545
6385.576,67.895,67.450,10.062
6387.045,68.000,69.133,11.902
6388.515,69.416,70.098,12.800
6389.988,68.660,69.532,11.649
6391.458,69.655,69.333,9.711
6392.932,71.291,73.458,8.797
6394.402,70.569,73.380,8.859
6395.877,70.286,72.193,8.777
6397.348,70.240,71.085,8.655
6398.820,70.507,70.108,8.655
6400.296,70.352,70.088,8.467
6401.768,68.413,71.182,8.473
6403.244,70.252,71.497,8.694
6404.717,67.977,71.094,8.919
6406.194,68.477,69.858,8.618
6407.668,67.918,69.273,8.612
6409.142,66.771,69.901,8.545
6410.620,66.060,66.664,8.326
6412.095,63.751,65.785,8.434
6413.573,66.029,67.211,8.822
6415.049,65.900,68.607,9.379
6416.528,65.579,69.220,9.474
6418.004,67.439,69.435,8.846
6419.481,67.420,68.150,8.698
6420.961,66.705,68.989,9.672
6422.438,67.868,69.655,10.269
6423.919,67.594,69.332,9.500
6425.397,65.866,69.324,8.541
6426.878,67.938,70.484,8.362
6428.357,68.764,70.384,8.438
6429.836,67.184,70.000,8.436
6431.319,66.972,70.106,8.074
6432.798,67.836,70.099,7.942
6434.281,68.482,70.720,8.003
6435.762,67.365,72.006,8.162
6437.246,67.727,69.030,8.194
6438.727,68.458,69.182,8.056
6440.211,67.011,68.703,8.044
6441.693,66.416,67.297,8.037
6443.175,66.811,67.918,8.153
6444.661,67.399,70.985,8.073
6446.143,69.164,70.280,8.012
6447.630,70.052,71.335,8.026
6449.113,69.508,72.522,8.119
6450.600,69.202,71.412,8.333
6452.084,67.284,69.261,8.570
6453.568,66.697,69.206,9.113
6455.056,68.818,70.004,9.101
6456.541,69.525,71.991,8.389
6458.030,69.063,71.955,8.594
6459.516,70.295,71.401,9.231
6461.006,69.151,71.142,9.269
6462.492,67.788,70.351,8.680
6463.979,68.815,71.429,10.196
6465.469,70.940,70.125,13.097
6466.957,69.332,69.733,15.398
6468.448,68.515,70.160,14.468
6469.936,69.010,69.887,12.843
6471.428,67.671,69.799,13.088
6472.917,67.594,72.943,13.746
6474.406,68.825,71.668,12.074
6475.899,68.385,71.615,9.341
6477.388,68.294,72.061,8.483
6478.882,68.757,71.118,9.150
6480.372,67.480,70.175,9.651
6481.867,67.676,70.271,9.080
6483.358,68.196,68.902,8.017
6484.849,68.095,68.511,7.711
6486.345,68.454,69.288,7.540
6487.837,67.486,70.285,7.531
6489.333,68.850,70.795,7.502
6490.826,66.216,70.204,7.543
6492.323,67.995,69.545,7.507
6493.816,66.176,68.549,7.431
6495.310,67.706,67.560,7.594
6496.808,66.688,67.116,8.075
6498.303,66.663,67.699,12.121
6499.801,67.385,69.565,17.536
6501.296,67.827,69.649,18.610
6502.796,67.222,70.257,14.004
6504.292,68.200,70.418,10.133
6505.788,69.036,68.980,10.577
6507.288,65.974,67.654,11.262
6508.785,65.803,69.239,10.205
6510.286,66.571,68.923,8.192
6511.784,65.783,67.190,7.667
6513.285,67.632,67.726,7.622
6514.784,67.022,70.320,8.376
6516.282,66.455,71.285,8.493
6517.785,66.172,71.606,7.910
6519.284,66.085,71.252,7.372
6520.788,67.640,70.558,7.436
6522.288,65.969,69.774,8.560
6523.792,66.986,69.916,10.033
6525.293,68.341,71.111,10.285
6526.794,68.268,69.931,8.919
6528.299,68.686,70.644,7.893
6529.801,68.532,70.870,7.652
6531.306,67.359,70.460,8.046
6532.809,66.447,68.842,11.182
6534.315,66.444,65.377,15.525
6535.819,66.514,64.270,15.891
6537.322,65.185,62.670,11.884
6538.830,64.431,62.558,8.065
6540.334,66.820,64.230,7.511
6541.842,68.174,66.506,8.022
6543.347,68.945,68.348,8.900
6544.856,72.567,70.079,10.865
6546.362,74.820,72.905,11.928
6547.867,76.382,73.100,10.330
6549.377,78.998,72.987,8.058
6550.884,84.044,75.761,7.603
6552.395,90.292,82.693,8.720
6553.902,105.304,94.369,14.094
6555.413,121.012,99.831,18.227
6556.921,118.513,97.107,15.858
6558.433,100.324,88.127,10.162
6559.942,83.004,78.157,7.364
6561.451,73.712,73.083,8.159
6562.964,71.331,71.838,11.686
6564.474,70.741,71.713,14.637
6565.988,70.300,72.283,13.161
6567.498,70.780,72.174,9.732
6569.013,70.484,71.895,9.008
6570.524,69.212,72.073,10.550
6572.036,67.983,68.180,10.340
6573.551,68.448,67.926,8.603
6575.063,67.072,68.767,7.576
6576.580,67.123,68.927,9.111
6578.092,69.301,69.022,14.125
6579.609,68.568,70.278,16.522
6581.123,70.597,72.008,13.138
6582.637,71.449,70.899,8.724
6584.155,69.970,71.740,8.085
6585.670,71.598,73.273,7.840
6587.188,71.033,72.310,7.494
6588.704,71.636,69.969,7.267
6590.223,69.256,71.905,7.354
6591.739,68.383,70.168,7.429
6593.255,68.909,69.928,7.372
6594.776,68.288,71.069,7.359
6596.293,67.887,72.109,8.292
6597.814,69.383,73.016,9.426
6599.332,71.159,71.441,9.421
6600.854,71.344,70.169,8.435
6602.372,70.192,69.592,7.825
6603.891,70.328,70.433,9.303
6605.414,73.587,71.547,11.940
6606.933,73.467,71.094,12.261
6608.457,71.657,71.893,9.570
6609.977,70.959,72.834,7.371
6611.502,71.153,71.413,7.211
6613.022,70.429,70.308,7.264
6614.544,73.309,71.039,7.176
6616.069,72.212,71.352,7.162
6617.591,73.856,70.689,7.399
6619.117,77.865,73.449,7.095
6620.640,82.915,76.942,7.183
6622.167,87.677,79.234,7.330
6623.690,84.629,79.244,7.291
6625.214,79.616,76.448,7.251
6626.742,75.003,72.976,7.643
6628.266,72.503,72.723,8.178
6629.794,71.740,72.863,8.483
6631.320,71.739,73.882,8.211
6632.849,70.590,74.708,7.983
6634.375,69.633,72.534,8.629
6635.901,70.671,71.259,9.540
6637.431,70.795,72.062,9.282
6638.958,71.393,71.314,8.077
6640.489,71.441,71.028,7.512
6642.017,70.059,72.151,7.446
6643.548,70.705,72.232,6.982
6645.077,70.362,72.233,7.189
6646.605,72.554,72.843,6.981
6648.138,70.054,73.150,6.996
6649.667,71.448,73.234,7.260
6651.201,71.245,72.457,7.053
6652.731,71.138,70.792,7.250
6654.265,70.993,72.462,7.197
6655.796,69.482,71.921,7.278
6657.327,72.074,69.461,7.313
6658.862,69.482,69.534,7.304
6660.394,71.071,70.953,7.263
6661.930,70.304,69.506,7.463
6663.462,69.472,72.226,7.753
6664.999,70.707,72.704,7.706
6666.532,71.441,73.284,7.619
6668.066,70.874,72.414,7.967
6669.604,71.061,71.037,8.259
6671.138,71.488,72.237,7.998
6672.676,69.997,70.101,7.394
6674.211,69.902,70.072,7.106
6675.750,69.790,71.811,7.138
6677.286,69.331,71.687,7.037
6678.826,69.057,69.979,7.084
6680.362,69.005,69.793,7.148
6681.899,70.148,68.377,7.164
6683.440,70.251,72.076,7.112
6684.977,70.357,74.170,6.974
6686.519,68.594,73.507,7.159
6688.057,68.571,72.155,7.181
6689.599,68.613,71.115,7.200
6691.138,67.941,70.577,7.269
6692.678,68.958,70.592,7.084
6694.221,70.278,70.482,7.053
6695.761,70.209,71.085,7.078
